Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,AQI
2015-03-29,0,0,0,74.38,0,193.8541945131069,17.24,0,0,0
2015-03-30,0,123.26,0,83.22,0,193.8541945131069,17.24,0,0,0
2015-03-31,0,126.59,0,93.38,0,193.8541945131069,17.24,0,0,0
2015-04-01,0,126.59,0,149.29,0,193.8541945131069,17.24,0,0,0
2015-04-02,0,126.59,0,89.25,0,193.8541945131069,17.24,0,0,0
2015-04-03,0,126.59,0,73.5,0,193.8541945131069,17.24,0,0,0
2015-04-04,0,126.59,0,80.04,0,193.8541945131069,17.24,0,0,0
2015-04-05,0,126.59,0,65.24,0,193.8541945131069,17.24,0,0,0
2015-04-06,0,126.59,0,74.24,0,193.8541945131069,17.24,0,0,0
2015-04-07,0,126.59,0,103.3,0,193.8541945131069,17.24,0,0,0
2015-04-08,0,126.59,0,88.63,0,193.8541945131069,17.24,0,0,0
2015-04-09,0,126.59,0,53,0,193.8541945131069,17.24,0,0,0
2015-04-10,0,126.59,0,62,0,193.8541945131069,17.24,0,0,0
2015-04-11,0,126.59,0,41.87,0,193.8541945131069,17.24,0,0,0
2015-04-12,0,126.59,0,57.21,0,193.8541945131069,17.24,0,0,0
2015-04-13,0,126.59,0,66.13,0,193.8541945131069,17.24,0,0,0
2015-04-14,0,126.59,0,68.25,0,193.8541945131069,17.24,0,0,0
2015-04-15,0,126.59,0,14.12,0,193.8541945131069,17.24,0,0,0
2015-04-16,0,126.59,0,25.34,0,193.8541945131069,17.23999999960797,0,0,0
2015-04-17,0,126.59,0,25.7,0,193.8541945131069,17.23999999960797,0,0,0
2015-04-18,0,126.59,0,25.61,0,193.8541945131069,17.23999999960797,0,0,0
2015-04-19,0,126.59,0,25.61,0,193.8541945131069,17.23999999960797,0,0,0
2015-04-20,0,126.59,0,30.29,0,193.8541945131069,17.23999999960797,0,0,0
2015-04-21,0,126.59,0,28.14,0,193.8541945131069,17.23999999960797,0,0,0
2015-04-22,0,126.59,0,28.16,0,193.8541945131069,17.23999999960797,0,0,0
2015-04-23,0,126.59,0,28.19,0,193.8541945131069,17.23999999960797,0,0,0
2015-04-24,0,126.59,0,28.13,0,193.8541945131069,17.23999999960797,0,0,0
2015-04-25,0,126.59,0,28.24,0,193.8541945131069,17.23999999960797,0,0,0
2015-04-26,0,126.59,0,44.42,0,193.8541945131069,17.23999999960797,0,0,0
2015-04-27,0,126.59,0,66.93,0,193.8541945131069,17.23999999960797,0,0,0
2015-04-28,0,126.59,0,28.93,0,193.8541945131069,17.23999999960797,0,0,0
2015-04-29,0,126.59,0,28.81,0,193.8541945131069,17.23999999960797,0,0,0
